platform_item_id,market_hash_name,observed_at,sell_price_cny,sell_count,bid_price_cny,bid_count
553489728,StatTrak™ MAG-7 | Justice (Well-Worn),2026-04-06 18:14:42.203921,39.43,27,,
25355,StatTrak™ MAG-7 | Memento (Factory New),2026-04-06 23:05:04.100175,54.74,17,,
23324,StatTrak™ MAG-7 | Memento (Minimal Wear),2026-04-06 20:45:27.525679,28.12,21,15.5,2
553491728,StatTrak™ MAG-7 | Monster Call (Battle-Scarred),2026-04-06 18:17:42.319285,4.33,73,4.0,10
553491789,StatTrak™ MAG-7 | Monster Call (Factory New),2026-04-06 18:17:42.319285,40.8,31,46.6,12
81341394,StatTrak™ MAG-7 | Petroglyph (Factory New),2026-04-06 16:43:43.443982,24.95,28,20.0,7
47131226,StatTrak™ MAG-7 | Petroglyph (Field-Tested),2026-04-06 16:41:42.307518,7.33,26,,
66998570,StatTrak™ MAG-7 | Petroglyph (Minimal Wear),2026-04-06 16:43:43.443982,7.88,53,,
553485942,StatTrak™ MAG-7 | Popdog (Field-Tested),2026-04-06 17:55:42.194836,1.22,43,,
27329,StatTrak™ MAG-7 | Praetorian (Factory New),2026-04-06 23:25:39.157097,57.87,12,,
26978,StatTrak™ MAG-7 | Praetorian (Field-Tested),2026-04-06 23:22:24.277255,26.33,53,,
27462,StatTrak™ MAG-7 | Praetorian (Minimal Wear),2026-04-06 23:27:49.212140,36.23,8,,
27685,StatTrak™ MAG-7 | Praetorian (Well-Worn),2026-04-06 23:29:59.176690,259.0,1,17.9,1
333922056,StatTrak™ MAG-7 | Sonar (Well-Worn),2026-04-06 16:58:41.612927,3.34,11,,
553487580,StatTrak™ MP5-SD | Acid Wash (Battle-Scarred),2026-04-06 18:08:42.170030,7.5,2,,
553487309,StatTrak™ MP5-SD | Acid Wash (Field-Tested),2026-04-06 18:06:42.299296,6.96,23,,
553487201,StatTrak™ MP5-SD | Acid Wash (Well-Worn),2026-04-06 18:05:42.097230,105.02,4,,
