local_item_id,market_hash_name,chinese_name,tier,enabled
983,Sawed-Off | Origami (Field-Tested),截短霰弹枪 | 千纸鹤 (久经沙场),2,1
984,★ Shadow Daggers | Blue Steel (Well-Worn),暗影双匕（★） | 蓝钢 (破损不堪),2,1
985,MAG-7 | Cobalt Core (Factory New),MAG-7 | 钴核 (崭新出厂),2,1
986,StatTrak™ AWP | Asiimov (Well-Worn),AWP（StatTrak™） | 二西莫夫 (破损不堪),2,1
987,PP-Bizon | Brass (Field-Tested),PP-野牛 | 黄铜 (久经沙场),2,1
988,StatTrak™ FAMAS | Doomkitty (Field-Tested),法玛斯（StatTrak™） | 厄运之喵 (久经沙场),2,1
989,P90 | Virus (Minimal Wear),P90 | 病毒危机 (略有磨损),2,1
990,M4A4 | Griffin (Well-Worn),M4A4 | 狮鹫 (破损不堪),2,1
991,StatTrak™ M249 | Magma (Field-Tested),M249（StatTrak™） | 岩浆 (久经沙场),2,1
992,P90 | Elite Build (Field-Tested),P90 | 精英之作 (久经沙场),2,1
993,Glock-18 | Water Elemental (Minimal Wear),格洛克18型 | 水灵 (略有磨损),2,1
994,StatTrak™ XM1014 | Scumbria (Battle-Scarred),XM1014（StatTrak™） | 斯康里娅 (战痕累累),2,1
995,SCAR-20 | Grotto (Factory New),SCAR-20 | 蓝洞 (崭新出厂),2,1
996,XM1014 | Scumbria (Battle-Scarred),XM1014 | 斯康里娅 (战痕累累),2,1
997,P2000 | Ivory (Battle-Scarred),P2000 | 乳白象牙 (战痕累累),2,1
998,StatTrak™ Five-SeveN | Urban Hazard (Factory New),FN57（StatTrak™） | 都市危机 (崭新出厂),2,1
999,AK-47 | Red Laminate (Well-Worn),AK-47 | 红色层压板 (破损不堪),2,1
1000,FAMAS | Pulse (Field-Tested),法玛斯 | 电子脉冲 (久经沙场),2,1
1001,Tec-9 | Avalanche (Well-Worn),Tec-9 | 坍雪寒裘 (破损不堪),2,1
1002,StatTrak™ Tec-9 | Blue Titanium (Factory New),Tec-9（StatTrak™） | 蓝钛 (崭新出厂),2,1
1003,Negev | Power Loader (Well-Worn),内格夫 | 动力装载机 (破损不堪),2,1
1004,P250 | Crimson Kimono (Minimal Wear),P250 | 日式深红涂装 (略有磨损),2,1
1005,StatTrak™ AK-47 | Blue Laminate (Minimal Wear),AK-47（StatTrak™） | 蓝色层压板 (略有磨损),2,1
1006,Five-SeveN | Copper Galaxy (Factory New),FN57 | 铜色星系 (崭新出厂),2,1
1007,StatTrak™ Glock-18 | Wraiths (Minimal Wear),格洛克18型（StatTrak™） | 幻影冥魂 (略有磨损),2,1
1008,MP7 | Special Delivery (Minimal Wear),MP7 | 速递 (略有磨损),2,1
1009,FAMAS | Hexane (Field-Tested),法玛斯 | 蓝巢 (久经沙场),2,1
1010,P250 | Muertos (Minimal Wear),P250 | 死亡轮回 (略有磨损),2,1
1011,StatTrak™ MAG-7 | Memento (Minimal Wear),MAG-7（StatTrak™） | 记忆碎片 (略有磨损),2,1
1012,Community Sticker Capsule 1,1 号社区印花胶囊,2,1
1013,Five-SeveN | Retrobution (Battle-Scarred),FN57 | 朝枪夕拾 (战痕累累),2,1
1014,FAMAS | Styx (Battle-Scarred),法玛斯 | 冥界之憎 (战痕累累),2,1
1016,StatTrak™ FAMAS | Sergeant (Well-Worn),法玛斯（StatTrak™） | 中士 (破损不堪),2,1
1017,Galil AR | Shattered (Minimal Wear),加利尔AR | 支离破碎 (略有磨损),2,1
1018,StatTrak™ PP-Bizon | Water Sigil (Minimal Wear),PP-野牛（StatTrak™） | 水纹之印 (略有磨损),2,1
1019,Tec-9 | Avalanche (Field-Tested),Tec-9 | 坍雪寒裘 (久经沙场),2,1
1020,Nova | Moon in Libra (Factory New),新星 | 天秤之月 (崭新出厂),2,1
1021,Glock-18 | Reactor (Minimal Wear),格洛克18型 | 核子反应 (略有磨损),2,1
1022,Dual Berettas | Panther (Well-Worn),双持贝瑞塔 | 黑豹 (破损不堪),2,1
1023,StatTrak™ Five-SeveN | Urban Hazard (Field-Tested),FN57（StatTrak™） | 都市危机 (久经沙场),2,1
1024,Dual Berettas | Black Limba (Minimal Wear),双持贝瑞塔 | 黑榄仁木 (略有磨损),2,1
1025,Nova | Bloomstick (Field-Tested),新星 | 樱花之绚烂 (久经沙场),2,1
1026,Nova | Graphite (Factory New),新星 | 石墨黑 (崭新出厂),2,1
1027,StatTrak™ CZ75-Auto | Hexane (Minimal Wear),CZ75自动型（StatTrak™） | 蓝巢 (略有磨损),2,1
1028,StatTrak™ P90 | Elite Build (Minimal Wear),P90（StatTrak™） | 精英之作 (略有磨损),2,1
1029,Sticker | Luck Skill,印花 | 鸿运当头,2,1
1030,M4A4 | Radiation Hazard (Field-Tested),M4A4 | 辐射危机 (久经沙场),2,1
1031,StatTrak™ XM1014 | Heaven Guard (Minimal Wear),XM1014（StatTrak™） | 天空守卫 (略有磨损),2,1
1032,Desert Eagle | Corinthian (Factory New),沙漠之鹰 | 科林斯遗产 (崭新出厂),2,1
1033,M4A4 | Griffin (Battle-Scarred),M4A4 | 狮鹫 (战痕累累),2,1
1034,StatTrak™ FAMAS | Doomkitty (Minimal Wear),法玛斯（StatTrak™） | 厄运之喵 (略有磨损),2,1
1035,StatTrak™ MP7 | Nemesis (Minimal Wear),MP7（StatTrak™） | 复仇者 (略有磨损),2,1
1036,SG 553 | Tiger Moth (Well-Worn),SG 553 | 豹灯蛾 (破损不堪),2,1
1037,StatTrak™ USP-S | Torque (Factory New),USP消音版（StatTrak™） | 力矩 (崭新出厂),2,1
1038,USP-S | Dark Water (Minimal Wear),USP消音版 | 黑水 (略有磨损),2,1
1039,StatTrak™ P90 | Elite Build (Battle-Scarred),P90（StatTrak™） | 精英之作 (战痕累累),2,1
1040,StatTrak™ XM1014 | Red Python (Well-Worn),XM1014（StatTrak™） | 血红巨蟒 (破损不堪),2,1
1041,Sticker | Sherry,印花 | 雪莉,2,1
1042,AUG | Bengal Tiger (Field-Tested),AUG | 孟加拉猛虎 (久经沙场),2,1
1043,Desert Eagle | Conspiracy (Minimal Wear),沙漠之鹰 | 阴谋者 (略有磨损),2,1
1044,P90 | Shapewood (Field-Tested),P90 | 精雕木刻 (久经沙场),2,1
1045,XM1014 | Bone Machine (Field-Tested),XM1014 | 碾骨机 (久经沙场),2,1
1046,StatTrak™ M4A4 | Faded Zebra (Field-Tested),M4A4（StatTrak™） | 渐变斑纹 (久经沙场),2,1
1047,P250 | Supernova (Well-Worn),P250 | 超新星 (破损不堪),2,1
1048,StatTrak™ MP9 | Ruby Poison Dart (Minimal Wear),MP9（StatTrak™） | 红宝石毒镖 (略有磨损),2,1
1049,Tec-9 | Titanium Bit (Factory New),Tec-9 | 钛片 (崭新出厂),2,1
1050,Sticker | Drug War Veteran,印花 | 毒品战争老兵,2,1
1051,StatTrak™ Nova | Koi (Minimal Wear),新星（StatTrak™） | 锦鲤 (略有磨损),2,1
1052,StatTrak™ P2000 | Handgun (Field-Tested),P2000（StatTrak™） | 手炮 (久经沙场),2,1
1053,USP-S | Serum (Minimal Wear),USP消音版 | 血清 (略有磨损),2,1
1054,R8 Revolver | Amber Fade (Field-Tested),R8左轮手枪 | 渐变琥珀 (久经沙场),2,1
1055,Sticker | ESL (Foil) | Cologne 2015,印花 | ESL（闪亮）| 2015年科隆锦标赛,2,1
1056,AK-47 | Predator (Minimal Wear),AK-47 | 捕食者 (略有磨损),2,1
1057,MAC-10 | Neon Rider (Minimal Wear),MAC-10 | 霓虹骑士 (略有磨损),2,1
1058,PP-Bizon | Fuel Rod (Field-Tested),PP-野牛 | 核燃料棒 (久经沙场),2,1
1059,StatTrak™ Glock-18 | Steel Disruption (Minimal Wear),格洛克18型（StatTrak™） | 钢铁禁锢 (略有磨损),2,1
1060,P2000 | Corticera (Factory New),P2000 | 珊瑚树 (崭新出厂),2,1
1061,Five-SeveN | Retrobution (Field-Tested),FN57 | 朝枪夕拾 (久经沙场),2,1
1062,StatTrak™ AK-47 | Elite Build (Well-Worn),AK-47（StatTrak™） | 精英之作 (破损不堪),2,1
1063,"Music Kit | Daniel Sadowski, Total Domination",音乐盒 | Daniel Sadowski - 绝对统御,2,1
1064,Galil AR | Stone Cold (Well-Worn),加利尔AR | 冷石 (破损不堪),2,1
1065,USP-S | Stainless (Battle-Scarred),USP消音版 | 不锈钢 (战痕累累),2,1
1066,StatTrak™ Sawed-Off | Yorick (Minimal Wear),截短霰弹枪（StatTrak™） | 弄臣之颅 (略有磨损),2,1
1067,StatTrak™ CZ75-Auto | Crimson Web (Well-Worn),CZ75自动型（StatTrak™） | 深红之网 (破损不堪),2,1
1068,StatTrak™ P90 | Elite Build (Well-Worn),P90（StatTrak™） | 精英之作 (破损不堪),2,1
1069,Negev | Power Loader (Field-Tested),内格夫 | 动力装载机 (久经沙场),2,1
1070,Sawed-Off | The Kraken (Field-Tested),截短霰弹枪 | 北海巨妖 (久经沙场),2,1
1071,Glock-18 | Brass (Field-Tested),格洛克18型 | 黄铜 (久经沙场),2,1
1072,G3SG1 | Flux (Minimal Wear),G3SG1 | 弗卢克斯 (略有磨损),2,1
1073,StatTrak™ P250 | Steel Disruption (Minimal Wear),P250（StatTrak™） | 钢铁禁锢 (略有磨损),2,1
1074,StatTrak™ UMP-45 | Delusion (Minimal Wear),UMP-45（StatTrak™） | 迷幻 (略有磨损),2,1
1075,M249 | Nebula Crusader (Well-Worn),M249 | 星云十字军 (破损不堪),2,1
1076,StatTrak™ SG 553 | Wave Spray (Field-Tested),SG 553（StatTrak™） | 浪花喷漆 (久经沙场),2,1
1077,Sticker | Team Dignitas | Cologne 2014,印花 | Team Dignitas | 2014年科隆锦标赛,2,1
1078,StatTrak™ Negev | Loudmouth (Well-Worn),内格夫（StatTrak™） | 大嘴巴 (破损不堪),2,1
1079,StatTrak™ P2000 | Pulse (Well-Worn),P2000（StatTrak™） | 电子脉冲 (破损不堪),2,1
1080,AWP | Pit Viper (Well-Worn),AWP | 响尾蛇 (破损不堪),2,1
1081,Sticker | To B or not to B,印花 | 拆弹还是逃跑,2,1
1083,P250 | Mehndi (Minimal Wear),P250 | 曼海蒂 (略有磨损),2,1
1084,AUG | Chameleon (Well-Worn),AUG | 变色龙 (破损不堪),2,1
1085,SG 553 | Traveler (Minimal Wear),SG 553 | 旅行者皮革 (略有磨损),2,1
1086,Nova | Rising Skull (Factory New),新星 | 惊惧骷髅 (崭新出厂),2,1
1087,StatTrak™ AUG | Ricochet (Field-Tested),AUG（StatTrak™） | 弹跳线条 (久经沙场),2,1
1088,P250 | Mint Kimono (Factory New),P250 | 日式薄荷涂装 (崭新出厂),2,1
1089,StatTrak™ G3SG1 | Demeter (Field-Tested),G3SG1（StatTrak™） | 丰饶女神 (久经沙场),2,1
1090,StatTrak™ USP-S | Blood Tiger (Field-Tested),USP消音版（StatTrak™） | 血虎 (久经沙场),2,1
1091,Negev | Power Loader (Minimal Wear),内格夫 | 动力装载机 (略有磨损),2,1
1093,SCAR-20 | Cyrex (Minimal Wear),SCAR-20 | 次时代 (略有磨损),2,1
1094,MP9 | Hot Rod (Factory New),MP9 | 赤红新星 (崭新出厂),2,1
1095,StatTrak™ MP7 | Special Delivery (Minimal Wear),MP7（StatTrak™） | 速递 (略有磨损),2,1
1096,StatTrak™ XM1014 | Teclu Burner (Field-Tested),XM1014（StatTrak™） | 特克卢喷射者 (久经沙场),2,1
1097,MAG-7 | Silver (Minimal Wear),MAG-7 | 银质 (略有磨损),2,1
1098,StatTrak™ PP-Bizon | Fuel Rod (Well-Worn),PP-野牛（StatTrak™） | 核燃料棒 (破损不堪),2,1
1100,Glock-18 | Water Elemental (Battle-Scarred),格洛克18型 | 水灵 (战痕累累),2,1
1101,P90 | Desert Warfare (Field-Tested),P90 | 沙漠战争 (久经沙场),2,1
1102,StatTrak™ MAG-7 | Heat (Field-Tested),MAG-7（StatTrak™） | 炽热 (久经沙场),2,1
1103,★ Gut Knife | Night (Field-Tested),穿肠刀（★） | 噩梦之夜 (久经沙场),2,1
1104,P250 | Cartel (Minimal Wear),P250 | 卡特尔 (略有磨损),2,1
1105,PP-Bizon | Antique (Field-Tested),PP-野牛 | 古董枪 (久经沙场),2,1
1106,StatTrak™ G3SG1 | The Executioner (Well-Worn),G3SG1（StatTrak™） | 行刑者 (破损不堪),2,1
1107,MP9 | Bulldozer (Field-Tested),MP9 | 威吓者 (久经沙场),2,1
1108,AK-47 | Jungle Spray (Well-Worn),AK-47 | 丛林涂装 (破损不堪),2,1
1109,StatTrak™ Desert Eagle | Corinthian (Well-Worn),沙漠之鹰（StatTrak™） | 科林斯遗产 (破损不堪),2,1
1110,StatTrak™ P90 | Virus (Battle-Scarred),P90（StatTrak™） | 病毒危机 (战痕累累),2,1
1111,StatTrak™ MAC-10 | Heat (Battle-Scarred),MAC-10（StatTrak™） | 炽热 (战痕累累),2,1
1112,G3SG1 | The Executioner (Battle-Scarred),G3SG1 | 行刑者 (战痕累累),2,1
1113,StatTrak™ P2000 | Red FragCam (Field-Tested),P2000（StatTrak™） | 红色碎片迷彩 (久经沙场),2,1
1114,MP7 | Nemesis (Factory New),MP7 | 复仇者 (崭新出厂),2,1
1115,StatTrak™ R8 Revolver | Crimson Web (Minimal Wear),R8左轮手枪（StatTrak™） | 深红之网 (略有磨损),2,1
1116,Glock-18 | Reactor (Well-Worn),格洛克18型 | 核子反应 (破损不堪),2,1
1117,StatTrak™ Glock-18 | Wraiths (Battle-Scarred),格洛克18型（StatTrak™） | 幻影冥魂 (战痕累累),2,1
1118,XM1014 | Tranquility (Battle-Scarred),XM1014 | 宁静 (战痕累累),2,1
1119,Glock-18 | Sand Dune (Battle-Scarred),格洛克18型 | 沙丘之黄 (战痕累累),2,1
1121,MAG-7 | Irradiated Alert (Field-Tested),MAG-7 | 辐照警报 (久经沙场),2,1
1122,Five-SeveN | Case Hardened (Factory New),FN57 | 表面淬火 (崭新出厂),2,1
1123,Sawed-Off | Orange DDPAT (Minimal Wear),截短霰弹枪 | 橙黄 DDPAT (略有磨损),2,1
1124,G3SG1 | Polar Camo (Battle-Scarred),G3SG1 | 极地迷彩 (战痕累累),2,1
1125,UMP-45 | Bone Pile (Minimal Wear),UMP-45 | 白骨之堆 (略有磨损),2,1
1126,M249 | Jungle DDPAT (Well-Worn),M249 | 丛林 DDPAT (破损不堪),2,1
1128,Dual Berettas | Hemoglobin (Field-Tested),双持贝瑞塔 | 血红蛋白 (久经沙场),2,1
1129,MAG-7 | Memento (Factory New),MAG-7 | 记忆碎片 (崭新出厂),2,1
1130,PP-Bizon | Urban Dashed (Field-Tested),PP-野牛 | 都市虚线 (久经沙场),2,1
1131,SSG 08 | Blood in the Water (Minimal Wear),SSG 08 | 水中之血 (略有磨损),2,1
1132,MP7 | Groundwater (Battle-Scarred),MP7 | 地下水 (战痕累累),2,1
1133,FAMAS | Doomkitty (Field-Tested),法玛斯 | 厄运之喵 (久经沙场),2,1
1134,Dual Berettas | Black Limba (Well-Worn),双持贝瑞塔 | 黑榄仁木 (破损不堪),2,1
1135,StatTrak™ P250 | Hive (Field-Tested),P250（StatTrak™） | 红巢 (久经沙场),2,1
1136,Five-SeveN | Contractor (Field-Tested),FN57 | 雇佣兵 (久经沙场),2,1
1137,USP-S | Dark Water (Field-Tested),USP消音版 | 黑水 (久经沙场),2,1
1138,MP7 | Skulls (Minimal Wear),MP7 | 死亡骷髅 (略有磨损),2,1
1139,FAMAS | Hexane (Factory New),法玛斯 | 蓝巢 (崭新出厂),2,1
1140,Galil AR | Orange DDPAT (Minimal Wear),加利尔AR | 橙黄 DDPAT (略有磨损),2,1
1141,M249 | Jungle DDPAT (Field-Tested),M249 | 丛林 DDPAT (久经沙场),2,1
1142,PP-Bizon | Water Sigil (Field-Tested),PP-野牛 | 水纹之印 (久经沙场),2,1
1143,SSG 08 | Tropical Storm (Field-Tested),SSG 08 | 热带风暴 (久经沙场),2,1
1144,G3SG1 | Safari Mesh (Field-Tested),G3SG1 | 狩猎网格 (久经沙场),2,1
1145,SG 553 | Wave Spray (Well-Worn),SG 553 | 浪花喷漆 (破损不堪),2,1
1148,G3SG1 | Azure Zebra (Factory New),G3SG1 | 碧蓝斑纹 (崭新出厂),2,1
1149,Tec-9 | Tornado (Battle-Scarred),Tec-9 | 狂哮飓风 (战痕累累),2,1
1150,SSG 08 | Mayan Dreams (Battle-Scarred),SSG 08 | 玛雅之梦 (战痕累累),2,1
1151,USP-S | Night Ops (Field-Tested),USP消音版 | 午夜行动 (久经沙场),2,1
1152,P250 | Sand Dune (Field-Tested),P250 | 沙丘之黄 (久经沙场),2,1
1153,P250 | Facets (Field-Tested),P250 | 多面体 (久经沙场),2,1
1154,Tec-9 | Groundwater (Battle-Scarred),Tec-9 | 地下水 (战痕累累),2,1
1155,P250 | Bone Mask (Well-Worn),P250 | 骸骨外罩 (破损不堪),2,1
1156,G3SG1 | Desert Storm (Battle-Scarred),G3SG1 | 沙漠风暴 (战痕累累),2,1
1157,Five-SeveN | Candy Apple (Minimal Wear),FN57 | 红苹果 (略有磨损),2,1
1158,Galil AR | Blue Titanium (Factory New),加利尔AR | 蓝钛 (崭新出厂),2,1
1159,StatTrak™ M249 | Magma (Well-Worn),M249（StatTrak™） | 岩浆 (破损不堪),2,1
1160,Galil AR | Sandstorm (Field-Tested),加利尔AR | 沙尘暴 (久经沙场),2,1
1161,M4A1-S | Blood Tiger (Factory New),M4A1消音版 | 血虎 (崭新出厂),2,1
1162,StatTrak™ Nova | Tempest (Minimal Wear),新星（StatTrak™） | 兴风作浪 (略有磨损),2,1
1163,Galil AR | Shattered (Well-Worn),加利尔AR | 支离破碎 (破损不堪),2,1
1164,StatTrak™ UMP-45 | Bone Pile (Field-Tested),UMP-45（StatTrak™） | 白骨之堆 (久经沙场),2,1
1165,Five-SeveN | Anodized Gunmetal (Factory New),FN57 | 电镀青铜 (崭新出厂),2,1
1166,AUG | Storm (Minimal Wear),AUG | 暴风呼啸 (略有磨损),2,1
1167,StatTrak™ P90 | Cold Blooded (Factory New),P90（StatTrak™） | 冷血杀手 (崭新出厂),2,1
1168,Nova | Graphite (Minimal Wear),新星 | 石墨黑 (略有磨损),2,1
1169,Sticker | Seek & Destroy,印花 | 搜索并毁灭,2,1
1170,Glock-18 | Blue Fissure (Well-Worn),格洛克18型 | 蓝色裂纹 (破损不堪),2,1
1171,Sticker | Fearsome,印花 | 惊怖兽王,2,1
1172,Sticker | Cerberus,印花 | 地狱看门犬,2,1
1174,Sticker | Banana,印花 | 香蕉,2,1
1175,P250 | Steel Disruption (Field-Tested),P250 | 钢铁禁锢 (久经沙场),2,1
1176,Sticker | Chicken Lover,印花 | 爱鸡人士,2,1
1177,Sticker | Vox Eminor | Katowice 2014,印花 | Vox Eminor | 2014年卡托维兹锦标赛,2,1
1179,AUG | Contractor (Battle-Scarred),AUG | 雇佣兵 (战痕累累),2,1
1180,Souvenir Five-SeveN | Contractor (Field-Tested),FN57（纪念品） | 雇佣兵 (久经沙场),2,1
1181,Negev | Terrain (Field-Tested),内格夫 | 青绿地形 (久经沙场),2,1
1182,PP-Bizon | Cobalt Halftone (Field-Tested),PP-野牛 | 钴蓝半调 (久经沙场),2,1
1183,Sticker | Easy Peasy,印花 | 柠檬汁,2,1
1184,Negev | Palm (Field-Tested),内格夫 | 棕榈色 (久经沙场),2,1
1185,P250 | Boreal Forest (Field-Tested),P250 | 北方森林 (久经沙场),2,1
1186,Sticker | Vox Eminor  | Katowice 2015,印花 | Vox Eminor | 2015年卡托维兹锦标赛,2,1
1187,Sticker | 3DMAX | Katowice 2015,印花 | 3DMAX | 2015年卡托维兹锦标赛,2,1
1188,Sawed-Off | Forest DDPAT (Field-Tested),截短霰弹枪 | 森林 DDPAT (久经沙场),2,1
1189,Chroma Case,幻彩武器箱,2,1
1190,Negev | Army Sheen (Factory New),内格夫 | 军队之辉 (崭新出厂),2,1
1191,Sawed-Off | Origami (Factory New),截短霰弹枪 | 千纸鹤 (崭新出厂),2,1
1192,Desert Eagle | Bronze Deco (Factory New),沙漠之鹰 | 青铜装饰 (崭新出厂),2,1
1193,MP7 | Armor Core (Minimal Wear),MP7 | 装甲核心 (略有磨损),2,1
1194,P250 | Valence (Minimal Wear),P250 | 元素轮廓 (略有磨损),2,1
1195,FAMAS | Djinn (Battle-Scarred),法玛斯 | 爱神 (战痕累累),2,1
1196,MP7 | Armor Core (Battle-Scarred),MP7 | 装甲核心 (战痕累累),2,1
1197,StatTrak™ AK-47 | Elite Build (Minimal Wear),AK-47（StatTrak™） | 精英之作 (略有磨损),2,1
1198,M4A1-S | Hyper Beast (Well-Worn),M4A1消音版 | 暴怒野兽 (破损不堪),2,1
1200,★ M9 Bayonet | Doppler (Factory New),M9 刺刀（★） | 多普勒 (崭新出厂),2,1
1201,R8 Revolver | Amber Fade (Minimal Wear),R8左轮手枪 | 渐变琥珀 (略有磨损),2,1
1202,MP7 | Army Recon (Field-Tested),MP7 | 陆军斥候 (久经沙场),2,1
1203,CZ75-Auto | Hexane (Factory New),CZ75自动型 | 蓝巢 (崭新出厂),2,1
1204,Negev | CaliCamo (Factory New),内格夫 | 加州迷彩 (崭新出厂),2,1
1205,M4A4 | Desert Storm (Minimal Wear),M4A4 | 沙漠风暴 (略有磨损),2,1
1206,StatTrak™ MAG-7 | Heat (Battle-Scarred),MAG-7（StatTrak™） | 炽热 (战痕累累),2,1
1207,StatTrak™ Glock-18 | Catacombs (Battle-Scarred),格洛克18型（StatTrak™） | 亡者之寝 (战痕累累),2,1
1208,Nova | Green Apple (Minimal Wear),新星 | 绿苹果 (略有磨损),2,1
1209,StatTrak™ FAMAS | Survivor Z (Field-Tested),法玛斯（StatTrak™） | 幸存者 Z (久经沙场),2,1
1210,M249 | Nebula Crusader (Battle-Scarred),M249 | 星云十字军 (战痕累累),2,1
1212,G3SG1 | Desert Storm (Minimal Wear),G3SG1 | 沙漠风暴 (略有磨损),2,1
1213,Sawed-Off | Forest DDPAT (Battle-Scarred),截短霰弹枪 | 森林 DDPAT (战痕累累),2,1
1214,Nova | Sand Dune (Field-Tested),新星 | 沙丘之黄 (久经沙场),2,1
1215,Five-SeveN | Copper Galaxy (Minimal Wear),FN57 | 铜色星系 (略有磨损),2,1
1216,SSG 08 | Dark Water (Field-Tested),SSG 08 | 黑水 (久经沙场),2,1
1217,P250 | Bone Mask (Battle-Scarred),P250 | 骸骨外罩 (战痕累累),2,1
1218,CZ75-Auto | Twist (Minimal Wear),CZ75自动型 | 螺形扭转 (略有磨损),2,1
1219,MP7 | Forest DDPAT (Field-Tested),MP7 | 森林 DDPAT (久经沙场),2,1
1220,Sawed-Off | Amber Fade (Factory New),截短霰弹枪 | 渐变琥珀 (崭新出厂),2,1
1221,MP9 | Orange Peel (Minimal Wear),MP9 | 橘皮涂装 (略有磨损),2,1
1222,M4A1-S | Boreal Forest (Battle-Scarred),M4A1消音版 | 北方森林 (战痕累累),2,1
1223,Five-SeveN | Forest Night (Minimal Wear),FN57 | 暮色森林 (略有磨损),2,1
1224,Negev | Desert-Strike (Field-Tested),内格夫 | 沙漠精英 (久经沙场),2,1
1225,SCAR-20 | Grotto (Field-Tested),SCAR-20 | 蓝洞 (久经沙场),2,1
1226,Desert Eagle | Mudder (Battle-Scarred),沙漠之鹰 | 泥地杀手 (战痕累累),2,1
1227,M249 | System Lock (Field-Tested),M249 | 系统锁定 (久经沙场),2,1
1228,P2000 | Ivory (Minimal Wear),P2000 | 乳白象牙 (略有磨损),2,1
1229,P250 | Boreal Forest (Minimal Wear),P250 | 北方森林 (略有磨损),2,1
1230,AK-47 | Safari Mesh (Battle-Scarred),AK-47 | 狩猎网格 (战痕累累),2,1
1231,Glock-18 | Death Rattle (Field-Tested),格洛克18型 | 夺命撼响 (久经沙场),2,1
1232,Nova | Candy Apple (Minimal Wear),新星 | 红苹果 (略有磨损),2,1
1233,FAMAS | Cyanospatter (Battle-Scarred),法玛斯 | 湖蓝涂装 (战痕累累),2,1
1234,AWP | Safari Mesh (Field-Tested),AWP | 狩猎网格 (久经沙场),2,1
1235,Nova | Caged Steel (Minimal Wear),新星 | 钢笼 (略有磨损),2,1
1236,R8 Revolver | Bone Mask (Minimal Wear),R8左轮手枪 | 骸骨外罩 (略有磨损),2,1
1237,Tec-9 | Isaac (Well-Worn),Tec-9 | 艾萨克 (破损不堪),2,1
1238,Five-SeveN | Forest Night (Field-Tested),FN57 | 暮色森林 (久经沙场),2,1
1240,StatTrak™ AWP | Redline (Field-Tested),AWP（StatTrak™） | 红线 (久经沙场),2,1
1241,StatTrak™ USP-S | Guardian (Factory New),USP消音版（StatTrak™） | 守护者 (崭新出厂),2,1
1242,★ Bayonet,刺刀（★）,2,1
1243,M4A1-S | Golden Coil (Minimal Wear),M4A1消音版 | 金蛇缠绕 (略有磨损),2,1
1244,StatTrak™ Glock-18 | Bunsen Burner (Factory New),格洛克18型（StatTrak™） | 本生灯 (崭新出厂),2,1
1245,StatTrak™ P90 | Trigon (Minimal Wear),P90（StatTrak™） | 三角 (略有磨损),2,1
1246,P90 | Elite Build (Battle-Scarred),P90 | 精英之作 (战痕累累),2,1
1247,UMP-45 | Labyrinth (Well-Worn),UMP-45 | 迷之宫 (破损不堪),2,1
1248,UMP-45 | Riot (Field-Tested),UMP-45 | 暴乱 (久经沙场),2,1
1249,MP9 | Deadly Poison (Battle-Scarred),MP9 | 致命毒药 (战痕累累),2,1
1250,MP9 | Deadly Poison (Well-Worn),MP9 | 致命毒药 (破损不堪),2,1
1251,MAG-7 | Metallic DDPAT (Factory New),MAG-7 | 金属 DDPAT (崭新出厂),2,1
1252,MAG-7 | Heaven Guard (Minimal Wear),MAG-7 | 天空守卫 (略有磨损),2,1
1253,Sawed-Off | Origami (Battle-Scarred),截短霰弹枪 | 千纸鹤 (战痕累累),2,1
1254,StatTrak™ P250 | Valence (Well-Worn),P250（StatTrak™） | 元素轮廓 (破损不堪),2,1
1255,MP9 | Dart (Field-Tested),MP9 | 飞驰 (久经沙场),2,1
1256,MAG-7 | Firestarter (Field-Tested),MAG-7 | 灼烧之痕 (久经沙场),2,1
1257,StatTrak™ Sawed-Off | Highwayman (Field-Tested),截短霰弹枪（StatTrak™） | 路霸 (久经沙场),2,1
1258,MP7 | Forest DDPAT (Minimal Wear),MP7 | 森林 DDPAT (略有磨损),2,1
1259,M249 | Gator Mesh (Battle-Scarred),M249 | 鳄鱼网格 (战痕累累),2,1
1260,eSports 2013 Winter Case,电竞 2013 冬季武器箱,2,1
1261,M249 | Contrast Spray (Field-Tested),M249 | 对比涂装 (久经沙场),2,1
1262,MAC-10 | Indigo (Field-Tested),MAC-10 | 紫青之色 (久经沙场),2,1
1263,UMP-45 | Indigo (Field-Tested),UMP-45 | 紫青之色 (久经沙场),2,1
1264,P90 | Storm (Field-Tested),P90 | 暴风呼啸 (久经沙场),2,1
1266,UMP-45 | Corporal (Well-Worn),UMP-45 | 下士 (破损不堪),2,1
1267,"Music Kit | Robert Allaire, Insurgency",音乐盒 | Robert Allaire - 叛乱,2,1
1268,Nova | Caged Steel (Factory New),新星 | 钢笼 (崭新出厂),2,1
1269,XM1014 | Blue Steel (Minimal Wear),XM1014 | 蓝钢 (略有磨损),2,1
1270,M4A4 | Urban DDPAT (Field-Tested),M4A4 | 都市 DDPAT (久经沙场),2,1
1271,P90 | Leather (Field-Tested),P90 | 棕色皮革 (久经沙场),2,1
1272,G3SG1 | VariCamo (Factory New),G3SG1 | 多变迷彩 (崭新出厂),2,1
1273,Negev | Terrain (Minimal Wear),内格夫 | 青绿地形 (略有磨损),2,1
1274,Glock-18 | Bunsen Burner (Well-Worn),格洛克18型 | 本生灯 (破损不堪),2,1
